"Name"|"Street"|"City"|"State"|"Email"|"Phone"|"Lat"|"Long"|"County"
"Tampa"|"3825 Henderson Blvd, Suite #405"|"Tampa"|"FL"|"bmounce@ofafl.com"|"(813) 720-5637"|27.932692|-82.507217|"""Hillsborough"""
"Key Largo"|"Cedar Towers, 99353 Overseas Hwy #2"|"Key Largo"|"FL"|||25.091624|-80.442638|"""Monroe"""
"North Miami"|"666 NE 125th St, Suite 232"|"North Miami"|"FL"|"SAndrieux@ofafl.com"|"(305) 781-9892"|25.8902549|-80.1849473|"""Miami-Dade"""
"Lake Worth"|"609B Lake Ave"|"Lake Worth"|"FL"|"FPereira@ofaFL.com"|"(561) 373-5865"|26.615557|-80.054805|"""Palm Beach"""
"Jacksonville"|"6317 Arlington Road"|"Jacksonville"|"FL"|"stutson@ofafl.com"|"(904) 314-7665"|30.3335963|-81.5940446|"""Duval"""
"Merritt Island"|"120 Venetian Way, Suite 19"|"Merritt Island"|"FL"|"kpaterson@ofafl.com"|"(321) 431-2163"|28.4028652|-80.706801|"""Brevard"""
"Naples"|"801 Anchor Rode Dr, #203"|"Naples"|"FL"|"adobson@ofafl.com"|"(239) 434-1888"|26.188838|-81.801625|"""Collier"""
"Miami"|"647 NW 62nd St, Bay #5"|"Miami"|"FL"|"smontoya@ofafl.com"|"(239) 595-5663"|25.833319|-80.1832655|"""Miami-Dade"""
"Tamarac"|"5467 N State Rd 7"|"Tamarac"|"FL"|"jpenalosa@ofafl.com"|"(954) 646-3050"|26.189523|-80.204462|"""Broward"""
"Safety Harbor"|"701 Enterprise Rd, Suite 504"|"Safety Harbor"|"FL"|"cnugent@ofafl.com"|"(561) 307-6799"|28.0132026|-82.6965246|"""Pinellas"""
"Eustis"|"12 E Magnolia Ave"|"Eustis"|"FL"|"gmcgurn@ofafl.com"|"(352) 213-7493"|28.8535467|-81.6853598|"""Lake"""
"Lake Park"|"921 Park Ave"|"Lake Park"|"FL"|"blevine@ofafl.com"|"(561) 236-9947"|26.7987916|-80.0714229|"""Palm Beach"""
"Pensacola"|"2829 W. Michigan Ave"|"Pensacola"|"FL"|"JJohnson @ofafl.com"|"(850) 637-0675"|30.4605318|-87.2897491|"""Escambia"""
"South Miami"|"6001 SW 70th ST, Unit C102"|"South Miami"|"FL"|"ggarcia@ofafl.com"|"(305) 905-5103"|25.706495|-80.291288|"""Miami-Dade"""
"Oakland"|"2 West Oakland Ave."|"Oakland"|"FL"|"abeck@ofafl.com"|"(407) 409-3167"|28.555263|-81.6282339|"""Orange"""
"Jacksonville"|"6357 103rd St"|"Jacksonville"|"FL"|"dgonzalez@ofafl.com"|"(904) 608-4612"|30.2484039|-81.7463187|"""Duval"""
"Sebring"|"215 US 27 South, Unit 6"|"Sebring"|"FL"|"tjones@ofafl.com"|"(772) 971-8405"|27.4814142|-81.478025|"""Highlands"""
"Tampa"|"4228 N. Armenia Ave"|"Tampa"|"FL"|"chernandez@ofafl.com"|"(813) 856-6964"|27.979807|-82.485147|"""Hillsborough"""
"North Miami Beach"|"15158 NE 6th Ave"|"North Miami Beach"|"FL"|"sandrieux@ofafl.com"|"(305) 781-9892"|25.9147254|-80.1876114|"""Miami-Dade"""
"Plant City"|"103 E Martin Luther King Blvd"|"Plant City"|"FL"|"jveloso@ofafl.com"|"(813) 528-6723"|28.0143569|-82.123158|"""Hillsborough"""
"Atlanta"|"171 Auburn Ave"|"Atlanta"|"GA"|"rmcdaniel@barackobama.com"|"(404) 956-3143"|33.7554151|-84.3817924|"""Fulton"""
"Savannah"|"102 Oglethorpe Professional Court, suite 5"|"Savannah"|"GA"|||32.0034107|-81.1092326|"""Chatham"""
"Valdosta"|"103 Wayne Ave, Suite A"|"Valdosta"|"GA"|||30.8575|-83.2895999|"""Lowndes"""
"Carrolton"|"302F North Park Street"|"Carrolton"|"GA"|||33.583023|-85.078573|"""Carroll"""
"Honolulu"|"1050 Ala Moana Blvd, Suite 2150"|"Honolulu"|"HI"|"hawaii@barackobama.com"|"(808) 596-2980"|21.2945788|-157.8558646|"""Honolulu"""
"Meridian"|"943 W. Overland Rd., Suite 126"|"Meridian"|"ID"|"LWhitney@barackobama.com"|"(208) 867-6159"|43.588439|-116.404992|"""Ada"""
"Lombard"|"1000-7 Rohlwing Road"|"Lombard"|"IL"|"Illinois@barackobama.com"||41.907948|-88.036579|"""DuPage"""
"Chicago"|"218 S Wabash St, Suite 500"|"Chicago"|"IL"|"Illinois@barackobama.com"||41.8789211|-87.6261224|"""Cook"""
"Rockford"|"119 N Church St, #100"|"Rockford"|"IL"|"Illinois@barackobama.com"||42.2722674|-89.0953142|"""Winnebago"""
"Hazel Crest"|"3310 W. 183rd St"|"Hazel Crest"|"IL"|||41.5571896|-87.6968816|"""Cook"""
"Indianapolis"|"111 East 16th Street, Suite #1"|"Indianapolis"|"IN"|"indianapolis@ofain.com"|"(317) 361-0490"|39.7882427|-86.1549414|"""Marion"""
"Sioux City"|"4106 Morningside Ave"|"Sioux City"|"IA"|"siouxcity@ofaiowa.com"|"(712) 330-2885"|42.4706692|-96.3543161|"""Woodbury"""
"Cedar Rapids"|"2857 Mt Vernon Rd SE"|"Cedar Rapids"|"IA"|"cedarrapids@ofaiowa.com"|"(319) 363-1535"|41.976382|-91.624179|"""Linn"""
"Iowa City"|"321 Market St, Suite 106"|"Iowa City"|"IA"|"iowacity@ofaiowa.com"|"(319) 610-5899"|41.663254|-91.530873|"""Johnson"""
"Council Bluffs"|"1851 Madison Ave, Suite 200"|"Council Bluffs"|"IA"|"councilbluffs@ofaiowa.com"|"(712) 223-5940"|41.240995|-95.8192219|"""Benton"""
"Waterloo"|"512 Mulberry Street"|"Waterloo"|"IA"|"waterloo@ofaiowa.com"|"(712) 869-9209"|42.500181|-92.3347013|"""Black Hawk"""
"Des Moines"|"2932 Ingersoll Ave"|"Des Moines"|"IA"|"desmoines@ofaiowa.com"|"(515) 689-4190"|41.585636|-93.658103|"""Polk"""
"Dubuque"|"3250 Kennedy Circle, Suite 6"|"Dubuque"|"IA"|"dubuque@ofaiowa.com"|"(563) 639-9120"|42.5054977|-90.7229211|"""Dubuque"""
"Davenport"|"1706 Brady Street, Suite 205"|"Davenport"|"IA"|"davenport@ofaiowa.com"|"(563) 349-4287"|41.537368|-90.574804|"""Scott"""
"Mason City"|"219 North Federal"|"Mason City"|"IA"|"masoncity@ofaiowa.com"|"(319) 693-6233"|43.1542699|-93.200654|"""Cerro Gordo"""
"Ames"|"413 Northwestern Ave #103"|"Ames"|"IA"|"ames@ofaiowa.com"|"(515) 689-7910"|42.025158|-93.621604|"""Story"""
"Clinton"|"224 22nd Place"|"Clinton"|"IA"|"clinton@ofaiowa.com"|"(563) 663-7128"|41.8243088|-90.2107851|"""Clinton"""
"Fort Dodge"|"1014 Central Avenue"|"Fort Dodge"|"IA"|"fortdodge@ofaiowa.com"|"(515) 422-3469"|42.505673|-94.184246|"""Webster"""
"Marshalltown"|"26 E Main St"|"Marshalltown"|"IA"|"marshalltown@ofaiowa.com"|"(515) 710-7841"|42.0491642|-92.9122512|"""Marshall"""
"Muscatine"|"1012 E 9th St"|"Muscatine"|"IA"|"muscatine@ofaiowa.com"|"(563) 676-3417"|41.4323679|-91.040763|"""Muscatine"""
"Ottumwa"|"224 E 2nd St"|"Ottumwa"|"IA"|"ottumwa@ofaiowa.com"|"(641) 954-2795"|41.0173133|-92.4100572|"""Wapello"""
"Burlington"|"900 Osborn St"|"Burlington"|"IA"|"burlington@ofaiowa.com"|"(563) 663-7158"|40.8171222|-91.1126354|"""Des Moines"""
"Sioux City"|"520 14th Street"|"Sioux City"|"IA"|"siouxcity2@ofaiowa.com"|"(712) 355-2053"|42.5050048|-96.4047387|"""Woodbury"""
"Cresco"|"218 N Elm"|"Cresco"|"IA"|"cresco@ofaiowa.com"|"(515) 306-9140"|43.3739254|-92.1162777|"""Howard"""
"Marion"|"119 Marion Blvd"|"Marion"|"IA"|"marion@ofaiowa.com"|"(319) 471-1831"|42.0316029|-91.6111138|"""Linn"""
"Grinnell"|"806 5th Ave., #1"|"Grinnell"|"IA"|"grinnell@ofaiowa.com"|"(515) 306-6396"|41.7447137|-92.7252816|"""Poweshiek"""
"Denison"|"46 N. Main St"|"Denison"|"IA"|"denison@ofaiowa.com"||42.0173381|-95.3552786|"""Crawford"""
"Boone"|"818 8th St"|"Boone"|"IA"|"boone@ofaiowa.com"|"(515) 664-3928"|42.0637995|-93.8807953|"""Boone"""
"Oskaloosa"|"201 High Ave East"|"Oskaloosa"|"IA"|"oskaloosa@ofaiowa.com"|"(515) 528-5177"|41.2953336|-92.6438475|"""Mahaska"""
"Clarinda"|"119 East Main St"|"Clarinda"|"IA"|"clarinda@ofaiowa.com"|"(515) 528-0825"|40.7382768|-95.0375919|"""Page"""
"Winterset"|"108 East Court"|"Winterset"|"IA"|"winterset@ofaiowa.com"|"(515) 707-8942"|41.3343559|-94.0129693|"""Madison"""
"West Liberty"|"111 W. 3rd St"|"West Liberty"|"IA"|"westliberty@ofaiowa.com"|"(563) 381-7441"|41.5699928|-91.2639786|"""Muscatine"""
"Iowa Falls"|"623 Washington Ave"|"Iowa Falls"|"IA"|"iowafalls@ofaiowa.com"|"(515) 528-4890"|42.519346|-93.265248|"""Hardin"""
"Spencer"|"301 W Grand Ave"|"Spencer"|"IA"|"spencer@ofaiowa.com"|"(712) 212-6279"|43.140504|-95.144991|"""Clay"""
"Washington"|"225 West Main St"|"Washington"|"IA"|"washington@ofaiowa.com"|"(515) 664-3170"|41.2994283|-91.6933471|"""Washington"""
"Cedar Rapids"|"4358 16th Ave SW"|"Cedar Rapids"|"IA"|"cedarrapids2@ofaiowa.com"|"(515) 402-0901"|41.963768|-91.72904|"""Linn"""
"Perry"|"1218 Second Street"|"Perry"|"IA"|"perry@ofaiowa.com"||41.8401912|-94.1051598|"""Dallas"""
"Des Moines"|"3839 Merle Hay Road, Suite 250"|"Des Moines"|"IA"|"merlehay@ofaiowa.com"|"(515) 494-9348"|41.6308099|-93.697183|"""Des Moines"""
"Independence"|"322 1st St, E"|"Independence"|"IA"|"independence@ofaiowa.com"|"(515) 537-7175"|42.4687478|-91.8911479|"""Buchanan"""
"Coralville"|"2781 Oakdale Blvd #1"|"Coralville"|"IA"|"coralville@ofaiowa.com"|"(319) 693-6232"|41.7094267|-91.6109498|"""Johnson"""
"Ankeny"|"315 SW Maple Street , Unit E"|"Ankeny"|"IA"|"ankeny@ofaiowa.com"|"(515) 494-1608"|41.729138|-93.608018|"""Polk"""
"Algona"|"1914 Highway 18 East"|"Algona"|"IA"|"algona@ofaiowa.com"||43.0827917|-94.2140173|"""Kossuth"""
"Fort Madison"|"827 Avenue H"|"Fort Madison"|"IA"|"fortmadison@ofaiowa.com"|"(515) 473-5493"|40.6299303|-91.3122105|"""Lee"""
"Mt. Pleasant"|"124 N. Main Street"|"Mt. Pleasant"|"IA"|"mtpleasant@ofaiowa.com"|"(515) 333-3784"|40.9668164|-91.5531549|"""Henry"""
"Newton"|"108 1st Street N"|"Newton"|"IA"|"newton@ofaiowa.com"|"(515) 661-1873"|41.6998698|-93.053698|"""Jasper"""
"Maquoketa"|"107 S. Main St"|"Maquoketa"|"IA"|"maquoketa@ofaiowa.com"|"(515) 528-6981"|42.0689685|-90.665537|"""Jackson"""
"Indianola"|"701 W. Second Ave"|"Indianola"|"IA"|"indianola@ofaiowa.com"|"(515) 306-4673"|41.358102|-93.569232|"""Warren"""
"Waukee"|"225 NE Dartmoor Dr."|"Waukee"|"IA"|"waukee@ofaiowa.com"|"(515) 710-5164"|41.617882|-93.865502|"""Dallas"""
"Columbus Junction"|"118 N. Walnut"|"Columbus Junction"|"IA"|"columbusjct@ofaiowa.com"|"(563) 381-7441"|41.2801056|-91.3607187|"""Louisa"""
"Altoona"|"204 8th St. SE"|"Altoona"|"IA"|"altoona@ofaiowa.com"|"(515) 473-5012"|41.643497|-93.4625329|"""Polk"""
"Elkader"|"114 Gunder Road"|"Elkader"|"IA"|"elkader@ofaiowa.com"|"(515) 710-0113"|42.8842664|-91.4096871|"""Clayton"""
"Creston"|"212 W Montgomery"|"Creston"|"IA"|"creston@ofaiowa.com"|"(515) 473-5899"|41.0585321|-94.3628548|"""Union"""
"Fairfield"|"59 E Broadway"|"Fairfield"|"IA"|"fairfield@ofaiowa.com"|"(515) 306-1298"|41.0076236|-91.9627508|"""Jefferson"""
"West Des Moines"|"3330 Westown Parkway Suite 15"|"West Des Moines"|"IA"|"westdsm@ofaiowa.com"|"(515) 689-7975"|41.593915|-93.7492089|"""Polk"""
"Oelwein"|"6 South Frederick"|"Oelwein"|"IA"|"oelwein@ofaiowa.com"|"(515) 421-5876"|42.6783255|-91.9133765|"""Fayette"""
"Charles City"|"220 North Main St"|"Charles City"|"IA"|||43.0679727|-92.678247|"""Floyd"""
"Decorah"|"105 W Water St"|"Decorah"|"IA"|||43.303906|-91.78624|"""Winneshiek"""
"Carroll"|"813 US Highway 30 W"|"Carroll"|"IA"|||42.0698125|-94.8759364|"""Carroll"""
"Knoxville"|"112 S 2nd St"|"Knoxville"|"IA"|||41.3184947|-93.0976017|"""Marion"""
"Vinton"|"905 D Ave"|"Vinton"|"IA"|||42.1629028|-92.0290885|"""Benton"""
"Bettendorf"|"1630 State St, #3"|"Bettendorf"|"IA"|||41.525523|-90.509185|"""Scott"""
"Cedar Falls"|"4302 University Ave"|"Cedar Falls"|"IA"|||42.5064421|-92.4091766|"""Black Hawk"""
"Centerville"|"314 N.12th ST"|"Centerville"|"IA"|||40.734324|-92.8751451|"""Appanoose"""
"Waverly"|"2020 W Bremer Ave"|"Waverly"|"IA"|||42.725934|-92.496197|"""Bremer"""
"Anamosa"|"200 W Main St."|"Anamosa"|"IA"|||42.1082376|-91.2868239|"""Jones"""
"Tipton"|"112 W 5th Street"|"Tipton"|"IA"|||41.770013|-91.128657|"""Cedar"""
"Des Moines"|"3505 SW 9th"|"Des Moines"|"IA"||"(515) 708-4263"|41.552383|-93.6253459|"""Polk"""
"North Liberty"|"70 Circle Dr, Unit D"|"North Liberty"|"IA"|||41.74956|-91.6037149|"""Johnson"""
"Storm Lake"|"813 Flindt Dr"|"Storm Lake"|"IA"|||42.6467432|-95.1912222|"""Buena Vista"""
"Toledo"|"114 E High St"|"Toledo"|"IA"|||41.9956172|-92.5780952|"""Tama"""
"Keokuk"|"401 Main St Ste 3"|"Keokuk"|"IA"|||40.3953185|-91.3826064|"""Lee"""
"Des Moines"|"2307 Hubbell Ave"|"Des Moines"|"IA"||"(515) 822-6994"|41.6040835|-93.5740378|"""Polk"""
"Prairie Village"|"4500 W 90th Terrace, Suite 201"|"Prairie Village"|"KS"|"anegrete@barackobama.com"|"(913) 608-4632"|38.965326|-94.638034|"""Johnson"""
"Louisville"|"617 Baxter Ave."|"Louisville"|"KY"|"OFAKY@barackobama.com"|"(502) 276-3886"|38.245887|-85.7282029|"""Jefferson"""
"New Orleans"|"4221 South Carrollton Ave. B"|"New Orleans"|"LA"|"pmccollough@barackobama.com"|"(352) 246-7717"|29.9699533|-90.1055973|"""Orleans"""
"Portland"|"533 Forest Ave, 2nd Floor"|"Portland"|"ME"|"sveneziano@ofamaine.com"|"(207) 404-6156"|43.6681093|-70.2797233|"""Cumberland"""
"Bangor"|"205 Exchange Street"|"Bangor"|"ME"|"mpayne@ofamaine.com"|"(207) 404-6159"|44.8017017|-68.7689047|"""Penobscot"""
"Kensington"|"3750 University Blvd. W."|"Kensington"|"MD"|"OFAMD@barackobama.com"|"(240) 242-5750"|39.0321799|-77.073758|"""Montgomery"""
"Boston"|"77 Summer St. 10th Floor"|"Boston"|"MA"|"cnilsson@barackobama.com"|"(617) 939-0800"|42.3541219|-71.0587875|"""Suffolk"""
"Holyoke"|"4 Open Square Suite 218"|"Holyoke"|"MA"|"solshuff@barackobama.com"|"(413) 242-4437"|42.206835|-72.6039571|"""Hampden"""
"Detroit"|"2727 Second Avenue, Suite 200"|"Detroit"|"MI"|"Detroit@ofamichigan.com"|"(313) 330-9498"|42.339906|-83.062053|"""Wayne"""
"Ann Arbor"|"455 E. Eisenhower Pkwy, Suite 65"|"Ann Arbor"|"MI"|"AnnArbor@ofamichigan.com"|"(248) 797-8139"|42.244754|-83.740797|"""Washtenaw"""
"Pontiac"|"4 North Saginaw"|"Pontiac"|"MI"|"Pontiac@ofamichigan.com"|"(248) 219-4798"|42.6369169|-83.291414|"""Oakland"""
"Kalamazoo"|"3244 S. Westnedge Avenue"|"Kalamazoo"|"MI"|"Kalamazoo@ofamichigan.com"|"(269) 409-1244"|42.2586239|-85.5896096|"""Kalamazoo"""
"Dearborn"|"13742 Michigan Avenue"|"Dearborn"|"MI"|"Dearborn@ofamichigan.com"|"(313) 303-2932"|42.321672|-83.177677|"""Wayne"""
"Lansing"|"2722 E. Michigan Avenue, Ste. 103"|"Lansing"|"MI"|"Lansing@ofamichigan.com"|"(517) 703-6787"|42.7332091|-84.5128801|"""Ingham"""
"Sterling Heights"|"37378 Van Dyke Avenue"|"Sterling Heights"|"MI"|"SterlingHeights@ofamichigan.com"|"(248) 797-2289"|42.5688417|-83.0296094|"""Macomb"""
"Flint"|"4400 S. Saginaw, Suite 1370"|"Flint"|"MI"|"Flint@ofamichigan.com"|"(810) 584-5690"|42.983244|-83.6761596|"""Genesee"""
"Saginaw"|"122 North Michigan Avenue"|"Saginaw"|"MI"|"Saginaw@ofamichigan.com"||43.4181639|-83.9635438|"""Saginaw"""
"Royal Oak"|"811 N. Main Street"|"Royal Oak"|"MI"|"RoyalOak@OFAMichigan.com"||42.495949|-83.1447359|"""Oakland"""
"Grand Rapids"|"345 Fuller Avenue, NE, Suite 1"|"Grand Rapids"|"MI"|"GrandRapids@ofamichigan.com"|"(616) 818-9582"|42.9692549|-85.640124|"""Kent"""
"Warren"|"8322 E 12 Mile"|"Warren"|"MI"|"warren@ofamichigan.com"||42.506349|-83.023488|"""Macomb"""
"Traverse City"|"703 Rose Street"|"Traverse City"|"MI"|"traversecity@ofamichigan.com"||44.7551718|-85.6003697|"""Grand Traverse"""
"Ann Arbor"|"325 Braun Court"|"Ann Arbor"|"MI"|"aadowntown@ofamichigan.com"|"(248) 797-7859"|42.28385|-83.7473111|"""Washtenaw"""
"Marquette"|"832 W. Washington Street"|"Marquette"|"MI"|"marquette@ofamichigan.com"||46.5458062|-87.4103218|"""Marquette"""
"Mt. Pleasant"|"122 North Kinney Street"|"Mt. Pleasant"|"MI"|"mtpleasant@ofamichigan.com"||43.6046829|-84.7706006|"""Isabella"""
"Alpena"|"2205 US 23 S, Suite 126"|"Alpena"|"MI"|"alpena@ofamichigan.com"||45.0931561|-83.4573344|"""Alpena"""
"Brownstown"|"18708 Telegraph Rd."|"Brownstown"|"MI"|"brownstown@ofamichigan.com"|"(734) 775-0590"|42.169319|-83.269411|"""Wayne"""
"Muskegon"|"490 W. Western Ave"|"Muskegon"|"MI"|"muskegon@ofamichigan.com"||43.2338039|-86.2557753|"""Muskegon"""
"Wyandotte"|"3509 Biddle Avenue"|"Wyandotte"|"MI"|"wyandotte@ofamichigan.com"|"(734) 286-4685"|42.197707|-83.1512182|"""Wayne"""
"Jackson"|"500 W. Michigan Avenue, Suite 1"|"Jackson"|"MI"|"jackson@ofamichigan.com"||42.247874|-84.416485|"""Jackson"""
"Battle Creek"|"596 W. Columbia"|"Battle Creek"|"MI"|"battlecreek@ofamichigan.com"|"(269) 366-9848"|42.2985378|-85.2110659|"""Calhoun"""
"Benton Harbor"|"209 E. Main Street"|"Benton Harbor"|"MI"|"bentonharbor@ofamichigan.com"||42.11677|-86.453413|"""Berrien"""
"Grosse Pointe Park"|"14929-14931 Charlevoix"|"Grosse Pointe Park"|"MI"|"grossepointe@ofamichigan.com"||42.384991|-82.945198|"""Wayne"""
"Ypsilanti"|"61 N. Huron"|"Ypsilanti"|"MI"|"Ypsilanti@ofamichigan.com"||42.2420072|-83.6132442|"""Washtenaw"""
"Southfield"|"29207 Southfield Road"|"Southfield"|"MI"|"Southfield@ofamichigan.com"||42.5042835|-83.2226559|"""Oakland"""
"Detroit"|"20225 Livernois Avenue"|"Detroit"|"MI"|"NWDetroit@ofamichigan.com"||42.4435463|-83.1421399|"""Wayne"""
"Detroit"|"2810 W. Vernor Highway"|"Detroit"|"MI"|"SWDetroit@ofamichigan.com"||42.326101|-83.081554|"""Wayne"""
"Minneapolis"|"2722 University Ave SE"|"Minneapolis"|"MN"|"minneapolis@ofamn.com"|"(612) 244-7872"|44.9721688|-93.2183105|"""Hennepin"""
"Hopkins"|"1007 Main St"|"Hopkins"|"MN"|"hopkins@ofamn.com"|"(952) 221-1770"|44.924652|-93.413053|"""Hennepin"""
"Duluth"|"210 W Superior St"|"Duluth"|"MN"|"duluth@ofamn.com"|"(218) 256-4896"|46.7847156|-92.1010697|"""St. Louis"""
"Saint Paul"|"920A Selby Ave"|"Saint Paul"|"MN"|"stpaul@ofamn.com"|"(651) 492-0280"|44.946352|-93.139357|"""Ramsey"""
"Rochester"|"1107 7th St NW"|"Rochester"|"MN"||"(507) 848-3221"|44.031549|-92.4798455|"""Olmsted"""
"Eagan"|"1380 Duckwood Dr, #103"|"Eagan"|"MN"||"(651) 492-0163"|44.827042|-93.165283|"""Dakota"""
"Minneapolis"|"1505 West Broadway Ave"|"Minneapolis"|"MN"||"(612) 412-7881"|44.999349|-93.299599|"""Hennepin"""
"Coon Rapids"|"9696 University Avenue Northwest"|"Coon Rapids"|"MN"||"(763) 786-9391"|45.1458521|-93.2673603|"""Anoka"""
"Virginia"|"506 2nd Ave W"|"Virginia"|"MN"||"(218) 409-5224"|47.5196345|-92.5329344|"""St. Louis"""
"Oakdale"|"6993 35th St N"|"Oakdale"|"MN"||"(651) 242-2124"|44.998418|-92.964949|"""Washington"""
"Mankato"|"110 E. Liberty St."|"Mankato"|"MN"||"(507) 340-6068"|44.1616599|-94.0080918|"""Blue Earth"""
"St Cloud"|"14 5th Ave S, #300"|"St. Cloud"|"MN"|||45.5607213|-94.1575699|"""Stearns"""
"Jackson"|"832 North Congress Street"|"Jackson"|"MS"|"kcollins@barackobama.com"|"(601) 863-6729"|32.3101672|-90.1807784|"""Hinds"""
"St. Louis"|"1925 Washington Avenue"|"St. Louis"|"MO"|"stloffice@ofamissouri.com"|"(314) 884-0394"|38.633947|-90.2072636|"""St Louis"""
"Kansas City"|"3600 Broadway St #108"|"Kansas City"|"MO"|"kcoffice@ofamissouri.com"|"(816) 787-1589"|39.061876|-94.591659|"""Jackson"""
"Bozeman"|"234 E. Babcock St., Suite 1"|"Bozeman"|"MT"||"(406) 231-5154"|45.6781813|-111.0330698|"""Gallatin"""
"Missoula"|"800 Kensington LL3"|"Missourla"|"MT"|||46.853568|-114.010239|"""Missoula"""
"Omaha"|"347 N. 76th St"|"Omaha"|"NE"|"zburgin@barackobama.com"|"(402) 913-4148"|41.2598153|-96.0314765|"""Douglas"""
"Reno"|"1465 Terminal Way, Suite 1"|"Reno"|"NV"|"lcoffee@ofanv.com"|"(775) 870-1512"|39.5104761|-119.7780372|"""Washoe"""
"Henderson"|"2925 Green Valley Parkway , E"|"Henderson"|"NV"|"ssteelman@ofanv.com"|"(702) 461-2536"|36.07592|-115.08275|"""Clark"""
"Las Vegas"|"3440 W Cheyenne Ave, Suite 300"|"Las Vegas"|"NV"|"amounce@ofanv.com"|"(702) 290-6137"|36.2177548|-115.1855162|"""Clark"""
"Las Vegas"|"861 N Nellis, Suite 5"|"Las Vegas"|"NV"|"swilliams@ofanv.com"|"(702) 580-4877"|36.1802306|-115.0623318|"""Clark"""
"Las Vegas"|"3230 East Charleston, Suite 111"|"Las Vegas"|"NV"|"ajenkins@ofanv.com"|"(702) 335-9263"|36.1598394|-115.1017591|"""Clark"""
"Las Vegas"|"7469 W. Lake Mead Blvd, suite 170"|"Las Vegas"|"NV"|"bgomez@ofanv.com"|"(702) 768-9232"|36.1957389|-115.2563965|"""Clark"""
"Reno"|"141 E. Pueblo, Suite B"|"Reno"|"NV"|"lcoffee@ofanv.com"|"(775) 870-1512"|39.511169|-119.804068|"""Washoe"""
"Henderson"|"1720 Horizon Ridge, #120"|"Henderson"|"NV"|"cadams@ofanv.com"|"(702) 461-2536"|36.0114001|-115.0629258|"""Clark"""
"Las Vegas"|"4845 S Fort Apache Rd, suite D-1"|"Las Vegas"|"NV"|"gmatute@ofanv.com"|"(702) 524-8891"|36.1013946|-115.2978076|"""Clark"""
"Las Vegas"|"6030  W Windmill, #D"|"Las Vegas"|"NV"|"gmatute@ofanv.com"|"(702) 524-8891"|36.0421766|-115.2248443|"""Clark"""
"Las Vegas"|"8010 W. Sahara Ave, Suite 235"|"Las Vegas"|"NV"|"btobias@ofanv.com"|"(702) 480-8476"|36.1450364|-115.2658129|"""Clark"""
"Las Vegas"|"3870 E Flamingo, A-8"|"Las Vegas"|"NV"|"sschneidman@ofanv.com"|"(702) 335-9263"|36.115254|-115.08876|"""Clark"""
"Las Vegas"|"860 S. Rancho Drive, Ste. 7"|"Las Vegas"|"NV"|"amounce@ofanv.com"|"(702) 738-2833"|36.16098|-115.1729598|"""Clark"""
"Henderson"|"400 College Drive, Suite H"|"Henderson"|"NV"|"cadams@ofanv.com"||36.0198279|-114.96246|"""Clark"""
"North Las Vegas"|"5135 Camino al Norte, Ste. 230"|"North Las Vegas"|"NV"|"mragent@ofanv.com"|"(702) 506-5127"|36.253659|-115.1519001|"""Clark"""
"Las Vegas"|"1350 E. Flamingo, Ste. 20"|"Las Vegas"|"NV"|"sschneidman@ofanv.com"||36.1147508|-115.1790314|"""Clark"""
"Las Vegas"|"5061 N. Rainbow, Suite #150"|"Las Vegas"|"NV"|"tmegown@ofanv.com"|"(702) 595-3935"|36.2536797|-115.2424773|"""Clark"""
"Las Vegas"|"5105 E. Sahara Ave., Suite 150"|"Las Vegas"|"NV"|"ajenkins@ofanv.com"||36.1445847|-115.0617017|"""Clark"""
"North Las Vegas"|"4955 E. Craig Road, Ste. 15"|"North Las Vegas"|"NV"|"swilliams@ofanv.com"|"(702) 768-9250"|36.240074|-115.065381|"""Clark"""
"Las Vegas"|"7920 W Tropical Pkwy, #120"|"Las Vegas"|"NV"|"bgomez@ofanv.com"||36.2716351|-115.2646604|"""Clark"""
"Las Vegas"|"2466 E. Desert Inn, Suite A"|"Las Vegas"|"NV"|"ajenkins@ofanv.com"||36.130876|-115.117073|"""Clark"""
"Las Vegas"|"9890 S. Maryland Parkway, Suite 203"|"Las Vegas"|"NV"|"ssteelman@ofanv.com"||36.010495|-115.1366441|"""Clark"""
"Reno"|"2395 Tampa St, Suite A"|"Reno"|"NV"|"msalazar@ofanv.com"|"(775) 333-0220"|39.550338|-119.803235|"""Washoe"""
"Pahrump"|"1201 S. Hwy 160, Suite 112"|"Pahrump"|"NV"|"gmatute@ofanv.com"||36.202088|-115.975462|"""Nye"""
"Sparks"|"834 Victorian Ave, Suite 204"|"Sparks"|"NV"|"adecall@ofanv.com"||39.5349718|-119.7538228|"""Washoe"""
"Las Vegas"|"1055 E Tropicana, Suite 270"|"Las Vegas"|"NV"|||36.1007556|-115.1404703|"""Clark"""
"Portsmouth"|"125 Brewery Lane"|"Portsmouth"|"NH"|"Portsmouth@ofanh.com"|"(603) 380-4699"|43.0687749|-70.7710149|"""Rockingham"""
"Dover"|"660 Central Avenue, Unit 102"|"Dover"|"NH"|"Dover@ofanh.com"|"(603) 617-6565"|43.2058856|-70.8754559|"""Strafford"""
"Nashua"|"97 Main Street"|"Nashua"|"NH"|"Nashua@ofanh.com"|"(603) 204-7093"|42.7623281|-71.4661313|"""Hillsborough"""
"Lebanon"|"85 Mechanic Street, Unit 140"|"Lebanon"|"NH"|"Lebanon@ofanh.com"|"(603) 398-2034"|43.6396793|-72.2567256|"""Grafton"""
